"","GEOID","wt","STATEFP10","COUNTYFP10","TRACTCE10","NAME10","NAMELSAD10","MTFCC10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","C000","CNS03","CNS05","CNS06","CNS08","UMWT","UMWTshare"
"346","53033031906",126,53,33,31906,319.06,"Census Tract 319.06","G5020","S",10822092,521709,47.4362336,-122.0943157,161,0,1,11,0,12,0.0745341614906832
"347","53033031907",31,53,33,31907,319.07,"Census Tract 319.07","G5020","S",5537497,0,47.4533052,-122.1305064,485,0,3,81,14,98,0.202061855670103
"348","53033031908",291,53,33,31908,319.08,"Census Tract 319.08","G5020","S",1827096,0,47.4471071,-122.1427639,851,0,0,26,119,145,0.170387779083431
"349","53033031909",290,53,33,31909,319.09,"Census Tract 319.09","G5020","S",1916060,0,47.4378388,-122.1434772,293,37,0,10,0,47,0.160409556313993
"350","53033032002",33,53,33,32002,320.02,"Census Tract 320.02","G5020","S",27571053,210070,47.4347894,-122.0315839,541,0,9,22,4,35,0.0646950092421442
"351","53033032003",34,53,33,32003,320.03,"Census Tract 320.03","G5020","S",122163698,304929,47.4405378,-121.9250546,1307,0,28,62,7,97,0.0742157612853864
"352","53033032005",36,53,33,32005,320.05,"Census Tract 320.05","G5020","S",6298146,123257,47.370487,-122.0854653,640,0,0,5,19,24,0.0375
"353","53033032006",37,53,33,32006,320.06,"Census Tract 320.06","G5020","S",7610917,126568,47.3499202,-122.0803474,398,0,2,0,2,4,0.0100502512562814
"354","53033032007",373,53,33,32007,320.07,"Census Tract 320.07","G5020","S",11492547,144662,47.3907805,-122.0670808,396,0,0,0,0,0,0
"355","53033032008",97,53,33,32008,320.08,"Census Tract 320.08","G5020","S",2292594,159030,47.3669213,-122.0495778,133,0,2,10,0,12,0.0902255639097744
"356","53033032010",200,53,33,32010,320.1,"Census Tract 320.10","G5020","S",4820859,0,47.3780192,-122.0232476,1961,0,21,23,4,48,0.0244773074961754
"357","53033032011",142,53,33,32011,320.11,"Census Tract 320.11","G5020","S",3363748,282990,47.3691715,-122.0327857,539,0,0,65,89,154,0.285714285714286
"358","53033032102",4,53,33,32102,321.02,"Census Tract 321.02","G5020","S",79040166,84391,47.4851508,-121.965784,671,0,19,38,0,57,0.0849478390461997
"359","53033032103",68,53,33,32103,321.03,"Census Tract 321.03","G5020","S",4051480,0,47.5390618,-122.0487975,9142,5,417,385,42,849,0.0928680813826296
"360","53033032104",7,53,33,32104,321.04,"Census Tract 321.04","G5020","S",22481612,0,47.5051267,-122.0531593,706,0,0,27,9,36,0.0509915014164306
"361","53033032203",9,53,33,32203,322.03,"Census Tract 322.03","G5020","S",10073205,3779419,47.5954699,-122.0694173,646,0,1,22,6,29,0.0448916408668731
"362","53033032207",38,53,33,32207,322.07,"Census Tract 322.07","G5020","S",4572913,1055367,47.5819653,-122.0606739,450,0,0,41,0,41,0.0911111111111111
"363","53033032208",98,53,33,32208,322.08,"Census Tract 322.08","G5020","S",11018171,1305361,47.5604078,-122.0460114,12844,0,549,189,403,1141,0.0888352538150109
"364","53033032210",5,53,33,32210,322.1,"Census Tract 322.10","G5020","S",41801336,17075,47.5512023,-121.9640526,3531,4,248,1560,9,1821,0.51571792693288
"365","53033032211",6,53,33,32211,322.11,"Census Tract 322.11","G5020","S",2975633,0,47.5798198,-122.0193627,690,0,1,33,1,35,0.0507246376811594
"366","53033032212",221,53,33,32212,322.12,"Census Tract 322.12","G5020","S",3372134,42596,47.57097,-122.0083907,868,0,1,42,8,51,0.0587557603686636
"367","53033032213",201,53,33,32213,322.13,"Census Tract 322.13","G5020","S",4137355,286842,47.586805,-121.9887226,118,0,16,13,0,29,0.245762711864407
"368","53033032214",202,53,33,32214,322.14,"Census Tract 322.14","G5020","S",6683464,44579,47.6028805,-122.0215,1349,62,0,31,6,99,0.0733876945885841
"369","53033032215",144,53,33,32215,322.15,"Census Tract 322.15","G5020","S",16008606,10175,47.6062193,-121.9865085,662,0,0,19,0,19,0.0287009063444109
"370","53033032307",154,53,33,32307,323.07,"Census Tract 323.07","G5020","S",11666709,234337,47.7580051,-122.0907595,797,0,1,23,0,24,0.0301129234629862
"371","53033032309",332,53,33,32309,323.09,"Census Tract 323.09","G5020","S",6163950,0,47.685625,-122.1338165,19131,39,1419,945,21,2424,0.12670534734201
"372","53033032311",155,53,33,32311,323.11,"Census Tract 323.11","G5020","S",23482239,92771,47.7515039,-122.0387481,444,0,4,48,0,52,0.117117117117117
"373","53033032313",8,53,33,32313,323.13,"Census Tract 323.13","G5020","S",13092990,436039,47.6705089,-122.0890118,11313,0,3262,401,1115,4778,0.422345973658623
"374","53033032315",150,53,33,32315,323.15,"Census Tract 323.15","G5020","S",44496824,1355612,47.6679952,-121.9798462,454,8,13,91,0,112,0.246696035242291
"375","53033032316",351,53,33,32316,323.16,"Census Tract 323.16","G5020","S",6225176,2654247,47.6392221,-122.0712508,268,0,0,21,5,26,0.0970149253731343
"376","53033032317",149,53,33,32317,323.17,"Census Tract 323.17","G5020","S",4393971,0,47.6276169,-122.0479843,348,0,5,40,7,52,0.149425287356322
"377","53033032318",352,53,33,32318,323.18,"Census Tract 323.18","G5020","S",7354258,0,47.6350729,-122.0320767,853,9,0,68,2,79,0.0926143024618992
"378","53033032319",151,53,33,32319,323.19,"Census Tract 323.19","G5020","S",6814532,0,47.7595596,-122.1476582,8132,1,1559,642,28,2230,0.274225282833251
"379","53033032320",1,53,33,32320,323.2,"Census Tract 323.20","G5020","S",9554873,38494,47.7564769,-122.1244452,780,31,22,7,5,65,0.0833333333333333
"380","53033032321",92,53,33,32321,323.21,"Census Tract 323.21","G5020","S",12670960,0,47.7179214,-122.1263246,1018,0,69,66,0,135,0.132612966601179
"381","53033032322",91,53,33,32322,323.22,"Census Tract 323.22","G5020","S",4625052,0,47.726004,-122.0978452,501,0,0,16,0,16,0.031936127744511
"382","53033032323",395,53,33,32323,323.23,"Census Tract 323.23","G5020","S",3291842,0,47.6986018,-122.1117667,669,0,2,8,0,10,0.0149476831091181
"383","53033032324",156,53,33,32324,323.24,"Census Tract 323.24","G5020","S",2048401,0,47.6855259,-122.119983,214,0,1,26,4,31,0.144859813084112
"384","53033032325",333,53,33,32325,323.25,"Census Tract 323.25","G5020","S",2212936,0,47.6864819,-122.1049565,415,0,2,66,0,68,0.163855421686747
"385","53033032326",84,53,33,32326,323.26,"Census Tract 323.26","G5020","S",10460418,0,47.700761,-122.0785848,527,0,1,52,0,53,0.100569259962049
"386","53033032327",85,53,33,32327,323.27,"Census Tract 323.27","G5020","S",16127862,106609,47.7100617,-122.0434083,389,0,1,13,0,14,0.0359897172236504
"387","53033032328",146,53,33,32328,323.28,"Census Tract 323.28","G5020","S",8504402,0,47.6641636,-122.0461287,284,0,0,10,0,10,0.0352112676056338
"388","53033032329",145,53,33,32329,323.29,"Census Tract 323.29","G5020","S",9669295,0,47.6836608,-122.029714,932,0,162,38,16,216,0.231759656652361
"389","53033032401",70,53,33,32401,324.01,"Census Tract 324.01","G5020","S",55949550,1058812,47.7463098,-121.9478877,1679,9,68,29,4,110,0.0655151876116736
"390","53033032402",71,53,33,32402,324.02,"Census Tract 324.02","G5020","S",25135349,635969,47.7044428,-121.9517972,419,0,1,26,0,27,0.0644391408114559
"391","53033032500",30,53,33,32500,325,"Census Tract 325","G5020","S",213917141,3892704,47.7019699,-121.8306143,767,11,11,32,5,59,0.0769230769230769
"392","53033032601",356,53,33,32601,326.01,"Census Tract 326.01","G5020","S",61321771,1099683,47.5830194,-121.8625236,739,10,24,15,13,62,0.0838971583220568
"393","53033032602",40,53,33,32602,326.02,"Census Tract 326.02","G5020","S",30181212,645284,47.5354747,-121.878315,2056,14,541,156,7,718,0.349221789883268
"394","53033032702",41,53,33,32702,327.02,"Census Tract 327.02","G5020","S",510945718,12517232,47.463173,-121.4975361,361,4,56,35,3,98,0.271468144044321
"395","53033032703",10,53,33,32703,327.03,"Census Tract 327.03","G5020","S",10319396,175463,47.5143769,-121.8178721,2593,0,10,0,1,11,0.0042421905129194
"396","53033032704",11,53,33,32704,327.04,"Census Tract 327.04","G5020","S",17160818,447183,47.4939904,-121.771673,2628,24,94,113,9,240,0.091324200913242
"397","53033032800",42,53,33,32800,328,"Census Tract 328","G5020","S",1390296741,27317733,47.6526481,-121.4312963,410,2,5,15,18,40,0.0975609756097561
